date_heure,nom_pizza,quantite,prix_total,taille,categorie
2026-02-25 20:03:38,Urban Kebab,1,17.49,Medium,Les Originales
2026-02-25 20:13:37,Margherita,1,15.99,Large,Les Bons Plans
2026-02-25 20:15:01,Indienne,1,15.99,Medium,Les Grands Classiques
2026-02-25 20:15:01,Extravaganzza,1,17.99,Medium,Toujours Plus
2026-02-25 20:15:01,Hawaïenne Poulet,1,17.99,Large,Les Grands Classiques
2026-02-25 20:15:01,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-02-25 20:16:05,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-25 20:27:43,Bacon Groovy,1,23.49,XL,Les Iconiques
2026-02-25 20:27:43,Cannibale,1,20.49,Large,Les Iconiques
2026-02-25 20:41:17,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-02-25 20:41:17,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-02-25 20:46:02,Ultimate Meat,2,35.98,Medium,Toujours Plus
2026-02-25 21:08:05,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-02-25 21:08:05,Urban Kebab,1,23.49,XL,Les Originales
2026-02-25 21:08:05,Urban Kebab,1,20.49,Large,Les Originales
2026-02-25 21:16:08,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-25 21:26:35,Chicken Delight,1,18.99,Large,Les Originales
2026-02-25 21:26:35,Pêcheur,1,18.99,Large,Les Grands Classiques
2026-02-25 21:39:51,Pêcheur,1,15.99,Medium,Les Grands Classiques
2026-02-26 12:01:09,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-26 12:01:09,Chicken and Cheddar,1,17.49,Medium,Éditions Limitées
2026-02-26 12:03:11,Royale Veggie,1,15.99,Medium,Les Gourmandes Veggies
2026-02-26 12:08:52,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-02-26 12:08:52,Urban Kebab,1,23.49,XL,Les Originales
2026-02-26 12:12:46,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-26 12:12:46,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-02-26 12:12:46,Crispy Cannibale,1,20.99,Large,Les Originales
2026-02-26 12:16:27,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-02-26 12:16:27,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-02-26 12:16:27,Urban Kebab,2,40.98,Large,Les Originales
2026-02-26 12:18:48,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-26 12:18:48,Urban Kebab,1,17.49,Medium,Les Originales
2026-02-26 12:22:34,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-02-26 12:39:02,Forestière,1,23.49,XL,Les Grands Classiques
2026-02-26 12:39:02,Margherita,1,15.99,Large,Les Bons Plans
2026-02-26 12:39:02,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-26 12:58:00,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-02-26 12:58:00,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-02-26 13:04:26,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-02-26 13:04:26,Hawaïenne Jambon,2,41.98,XL,Les Grands Classiques
2026-02-26 13:04:26,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-02-26 13:04:26,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-02-26 13:04:26,Royale Veggie,1,15.99,Medium,Les Gourmandes Veggies
2026-02-26 13:04:26,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-02-26 13:04:26,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-26 13:04:26,Beef and Cheddar,1,23.99,XL,Éditions Limitées
2026-02-26 13:04:26,Beef and Cheddar,1,20.99,Large,Éditions Limitées
2026-02-26 13:06:30,Hawaïenne Poulet,1,17.99,Large,Les Grands Classiques
2026-02-26 13:07:13,Extravaganzza,1,20.99,Large,Toujours Plus
2026-02-26 13:07:13,Chicken and Cheddar,1,20.49,Large,Éditions Limitées
2026-02-26 13:07:13,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-02-26 13:13:35,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-02-26 13:25:04,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-02-26 13:44:24,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-26 13:44:24,Chicken Delight,1,18.99,Large,Les Originales
2026-02-26 13:44:24,Pepperoni Party,1,17.49,Medium,Les Iconiques
2026-02-26 13:50:11,Peppina,1,16.99,Medium,Les Gourmandes Veggies
2026-02-26 13:50:11,Cheesy and Veggie,1,14.99,Medium,Les Gourmandes Veggies
2026-02-26 13:50:14,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-02-26 13:52:23,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-02-26 13:52:23,Chicken Delight,1,21.99,XL,Les Originales
2026-02-26 13:52:23,Chicken Delight,1,18.99,Large,Les Originales
2026-02-26 13:52:23,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-02-26 13:52:23,Peppina,1,19.99,Large,Les Gourmandes Veggies
2026-02-26 13:52:23,Rocket Veggie,1,18.99,XL,Les Gourmandes Veggies
2026-02-26 13:52:23,Pêcheur,1,18.99,Large,Les Grands Classiques
2026-02-26 13:52:23,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-02-26 13:52:23,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-02-26 13:52:23,Cannibale,1,23.49,XL,Les Iconiques
2026-02-26 13:52:23,Chicken and Cheddar,1,17.49,Medium,Éditions Limitées
2026-02-26 13:52:23,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-26 13:56:18,Bacon Groovy,1,23.49,XL,Les Iconiques
2026-02-26 13:56:18,Bacon Groovy,1,20.49,Large,Les Iconiques
2026-02-26 13:56:18,Urban Kebab,1,23.49,XL,Les Originales
2026-02-26 13:56:18,Margherita,1,12.99,Medium,Les Bons Plans
2026-02-26 14:08:46,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-26 14:18:48,Pêcheur,1,15.99,Medium,Les Grands Classiques
2026-02-26 14:18:48,Algérienne,1,18.99,Large,Les Grands Classiques
2026-02-26 14:18:48,Peppina Vegan,1,16.99,Medium,Les Vegans
2026-02-26 14:28:31,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-26 14:48:56,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-26 15:22:08,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-02-26 15:22:08,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-02-26 15:22:08,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-26 15:39:19,Bacon Groovy,1,17.49,Medium,Les Iconiques
2026-02-26 15:39:19,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-02-26 15:39:19,Margherita,1,12.99,Medium,Les Bons Plans
2026-02-26 15:58:02,Forestière,1,20.49,Large,Les Grands Classiques
2026-02-26 15:58:02,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-02-26 15:58:02,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-26 15:58:02,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-26 15:58:38,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-02-26 15:58:38,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-02-26 15:58:38,Forestière,1,20.49,Large,Les Grands Classiques
2026-02-26 15:58:38,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-02-26 16:01:28,Crispy Cannibale,1,20.99,Large,Les Originales
2026-02-26 16:01:28,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-26 16:15:25,Forestière,1,23.49,XL,Les Grands Classiques
2026-02-26 16:15:25,Chicken and Cheddar,1,23.49,XL,Éditions Limitées
2026-02-26 16:20:18,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-02-26 16:27:20,Bacon Groovy,1,17.49,Medium,Les Iconiques
2026-02-26 16:32:16,Extravaganzza,1,20.99,Large,Toujours Plus
2026-02-26 16:53:26,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-26 16:55:17,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-02-26 16:55:17,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-26 17:16:51,Rocket Veggie,1,18.99,XL,Les Gourmandes Veggies
2026-02-26 17:16:51,Beef and Cheddar,1,23.99,XL,Éditions Limitées
2026-02-26 17:22:05,Extravaganzza,1,20.99,Large,Toujours Plus
2026-02-26 17:22:05,Peppina Vegan,1,22.99,XL,Les Vegans
2026-02-26 17:24:43,Indienne,1,18.99,Large,Les Grands Classiques
2026-02-26 17:24:43,Pêcheur,1,15.99,Medium,Les Grands Classiques
2026-02-26 17:24:43,Urban Kebab,1,23.49,XL,Les Originales
2026-02-26 17:31:14,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-26 17:37:19,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-02-26 17:37:19,Rocket Veggie,1,15.99,Large,Les Gourmandes Veggies
2026-02-26 17:37:19,Margherita,1,15.99,Large,Les Bons Plans
2026-02-26 17:37:19,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-02-26 17:45:02,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-02-26 17:45:02,Cannibale,2,40.98,Large,Les Iconiques
2026-02-26 17:50:20,Chicken Delight,1,21.99,XL,Les Originales
2026-02-26 17:50:20,Margherita,1,12.99,Medium,Les Bons Plans
2026-02-26 17:51:35,Extravaganzza,1,20.99,Large,Toujours Plus
2026-02-26 17:51:35,Urban Kebab,1,17.49,Medium,Les Originales
2026-02-26 17:51:35,Beef and Cheddar,1,20.99,Large,Éditions Limitées
2026-02-26 17:53:56,Hawaïenne Jambon,1,17.99,Large,Les Grands Classiques
2026-02-26 17:53:56,Margherita,1,15.99,Large,Les Bons Plans
2026-02-26 18:19:17,Peppina,1,16.99,Medium,Les Gourmandes Veggies
2026-02-26 18:26:17,Peppina,1,19.99,Large,Les Gourmandes Veggies
2026-02-26 18:26:17,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-02-26 18:26:17,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-02-26 18:37:03,Chicken Delight,1,18.99,Large,Les Originales
2026-02-26 18:37:03,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-02-26 18:37:03,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-26 18:37:03,Urban Kebab,1,23.49,XL,Les Originales
2026-02-26 18:49:00,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-02-26 18:49:00,Chèvre-Miel,2,43.98,XL,Les Iconiques
2026-02-26 18:49:00,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-02-26 18:53:40,Algérienne,1,18.99,Large,Les Grands Classiques
2026-02-26 19:03:13,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-02-26 19:03:13,Cannibale,1,17.49,Medium,Les Iconiques
2026-02-26 19:03:13,Peppina Vegan,1,22.99,XL,Les Vegans
2026-02-26 19:08:46,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-26 19:08:46,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-02-26 19:13:12,Forestière,1,23.49,XL,Les Grands Classiques
2026-02-26 19:25:04,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-02-26 19:25:04,Cannibale,1,20.49,Large,Les Iconiques
2026-02-26 19:49:51,Chicken Delight,1,18.99,Large,Les Originales
2026-02-26 19:49:51,Indienne,1,18.99,Large,Les Grands Classiques
2026-02-26 19:49:51,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-26 19:49:51,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-26 20:22:43,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-02-26 20:22:43,Rocket Veggie,1,15.99,Large,Les Gourmandes Veggies
2026-02-26 20:22:43,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-26 20:22:43,Steak and Cheese,1,17.99,Large,Les Grands Classiques
2026-02-26 22:22:05,Bacon Groovy,1,23.49,XL,Les Iconiques
2026-02-27 11:48:28,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-27 11:48:28,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-27 11:48:28,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-27 11:51:02,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-02-27 11:51:02,Extravaganzza,1,20.99,Large,Toujours Plus
2026-02-27 11:51:02,Pêcheur,1,15.99,Medium,Les Grands Classiques
2026-02-27 11:57:25,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-02-27 11:57:25,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-27 11:57:25,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-27 11:57:25,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-27 12:00:32,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-27 12:00:32,Chicken and Cheddar,1,17.49,Medium,Éditions Limitées
2026-02-27 12:07:37,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-27 12:09:32,Chicken Delight,1,15.99,Medium,Les Originales
2026-02-27 12:09:32,Super Veggie,1,23.49,XL,Les Gourmandes Veggies
2026-02-27 12:09:41,Cannibale,1,23.49,XL,Les Iconiques
2026-02-27 12:28:49,Chicken Delight,1,21.99,XL,Les Originales
2026-02-27 12:29:39,Indienne,1,21.99,XL,Les Grands Classiques
2026-02-27 12:29:39,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-02-27 12:33:50,Diavola Pepperoni,1,18.99,Large,Les Originales
2026-02-27 12:33:50,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-02-27 12:38:54,Cheesy and Veggie,1,17.99,Large,Les Gourmandes Veggies
2026-02-27 12:40:41,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-02-27 12:40:41,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-02-27 12:40:41,Hawaïenne Jambon,1,17.99,Large,Les Grands Classiques
2026-02-27 12:40:41,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-27 12:40:41,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-27 12:54:17,Bacon Groovy,1,23.49,XL,Les Iconiques
2026-02-27 12:54:17,Extravaganzza,1,17.99,Medium,Toujours Plus
2026-02-27 12:54:17,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-02-27 12:54:17,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-27 12:56:47,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-02-27 13:02:11,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-02-27 13:02:11,Rocket Veggie,1,15.99,Large,Les Gourmandes Veggies
2026-02-27 13:02:11,Pêcheur,1,15.99,Medium,Les Grands Classiques
2026-02-27 13:02:11,Cheesy and Veggie,1,20.99,XL,Les Gourmandes Veggies
2026-02-27 13:02:43,Peppina,1,19.99,Large,Les Gourmandes Veggies
2026-02-27 13:05:16,Chicken Delight,1,18.99,Large,Les Originales
2026-02-27 13:05:16,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-02-27 13:05:16,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-02-27 13:05:16,Urban Kebab,1,17.49,Medium,Les Originales
2026-02-27 13:05:16,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-27 13:07:39,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-27 13:07:39,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-02-27 13:07:39,Cannibale,1,17.49,Medium,Les Iconiques
2026-02-27 13:36:13,Chicken Delight,1,21.99,XL,Les Originales
2026-02-27 13:36:13,Indienne,1,18.99,Large,Les Grands Classiques
2026-02-27 13:36:13,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-02-27 13:36:13,Urban Kebab,1,17.49,Medium,Les Originales
2026-02-27 13:37:23,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-27 13:57:48,Urban Kebab,1,20.49,Large,Les Originales
2026-02-27 13:57:48,Algérienne,1,18.99,Large,Les Grands Classiques
2026-02-27 14:03:49,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-02-27 14:09:03,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-27 14:09:03,Forestière,1,17.49,Medium,Les Grands Classiques
2026-02-27 14:09:03,Peppina,1,16.99,Medium,Les Gourmandes Veggies
2026-02-27 14:09:03,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-02-27 14:09:03,Urban Kebab,1,20.49,Large,Les Originales
2026-02-27 14:09:03,Beef and Cheddar,1,17.99,Medium,Éditions Limitées
2026-02-27 14:09:03,Cheesy and Veggie,1,20.99,XL,Les Gourmandes Veggies
2026-02-27 14:09:03,Chicken and Cheddar,1,20.49,Large,Éditions Limitées
2026-02-27 14:14:57,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-02-27 14:14:57,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-02-27 14:14:57,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-27 14:14:57,Peppina Vegan,1,19.99,Large,Les Vegans
2026-02-27 14:26:06,Forestière,1,23.49,XL,Les Grands Classiques
2026-02-27 15:27:21,Rocket Veggie,1,12.99,Medium,Les Gourmandes Veggies
2026-02-27 15:27:21,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-27 15:54:13,Chicken Delight,1,15.99,Medium,Les Originales
2026-02-27 15:54:13,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-27 16:08:31,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-02-27 16:08:31,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-27 16:13:37,Cheesy and Veggie,1,14.99,Medium,Les Gourmandes Veggies
2026-02-27 16:13:37,Chicken and Cheddar,1,20.49,Large,Éditions Limitées
2026-02-27 16:25:27,Rocket Veggie,1,18.99,XL,Les Gourmandes Veggies
2026-02-27 16:25:27,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-02-27 16:25:27,Peppina Vegan,1,16.99,Medium,Les Vegans
2026-02-27 16:27:45,Chicken Delight,1,15.99,Medium,Les Originales
2026-02-27 16:27:45,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-02-27 16:27:45,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-02-27 16:35:16,Super Veggie,1,17.49,Medium,Les Gourmandes Veggies
2026-02-27 16:35:16,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-02-27 16:35:16,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-27 16:37:35,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-27 16:37:35,Peppina Vegan,1,19.99,Large,Les Vegans
2026-02-27 16:45:33,Extravaganzza,1,17.99,Medium,Toujours Plus
2026-02-27 16:45:33,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-02-27 16:55:04,Kebab and Spicy,1,18.99,Large,Les Originales
2026-02-27 17:09:56,Pêcheur,1,18.99,Large,Les Grands Classiques
2026-02-27 17:09:56,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-27 17:09:56,Margherita,1,15.99,Large,Les Bons Plans
2026-02-27 17:09:56,Margherita,1,12.99,Medium,Les Bons Plans
2026-02-27 17:15:48,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-02-27 17:15:48,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-27 17:18:29,Rocket Veggie,1,12.99,Medium,Les Gourmandes Veggies
2026-02-27 17:19:07,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-02-27 17:38:36,Indienne,1,18.99,Large,Les Grands Classiques
2026-02-27 17:38:36,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-02-27 17:38:36,Cannibale,1,17.49,Medium,Les Iconiques
2026-02-27 17:38:36,Urban Kebab,1,23.49,XL,Les Originales
2026-02-27 17:38:46,Extravaganzza,1,17.99,Medium,Toujours Plus
2026-02-27 17:48:37,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-27 17:48:37,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-27 17:50:49,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-27 17:50:49,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-27 17:50:49,Urban Kebab,1,17.49,Medium,Les Originales
2026-02-27 17:57:03,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-02-27 17:57:03,Chicken Delight,2,43.98,XL,Les Originales
2026-02-27 17:57:03,Beef and Cheddar,1,17.99,Medium,Éditions Limitées
2026-02-27 18:08:58,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-27 18:08:58,Rocket Veggie,1,15.99,Large,Les Gourmandes Veggies
2026-02-27 18:08:58,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-02-27 18:09:37,Chicken and Cheddar,1,23.49,XL,Éditions Limitées
2026-02-27 18:09:37,Peppina Vegan,1,19.99,Large,Les Vegans
2026-02-27 18:14:22,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-02-27 18:14:22,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-02-27 18:14:22,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-27 18:14:22,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-02-27 18:30:33,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-27 18:30:33,Rocket Veggie,1,12.99,Medium,Les Gourmandes Veggies
2026-02-27 18:30:33,Cannibale,1,23.49,XL,Les Iconiques
2026-02-27 18:30:33,Hawaïenne Poulet,1,17.99,Large,Les Grands Classiques
2026-02-27 18:43:12,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-02-27 18:43:12,Originale Pepperoni,2,31.98,Large,Les Bons Plans
2026-02-27 18:43:12,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-27 18:45:28,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-02-27 18:45:28,Chicken Delight,1,21.99,XL,Les Originales
2026-02-27 18:45:28,Urban Kebab,1,17.49,Medium,Les Originales
2026-02-27 18:46:17,Extravaganzza,1,23.99,XL,Toujours Plus
2026-02-27 18:46:17,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-02-27 18:47:21,Extravaganzza,1,20.99,Large,Toujours Plus
2026-02-27 18:47:21,Forestière,1,23.49,XL,Les Grands Classiques
2026-02-27 18:47:21,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-27 18:48:01,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-27 18:57:55,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-27 18:57:55,Diavola Haché au bœuf,1,21.99,XL,Les Originales
2026-02-27 18:57:55,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-27 18:57:55,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-27 19:06:41,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-02-27 19:06:41,Super Veggie,1,17.49,Medium,Les Gourmandes Veggies
2026-02-27 19:06:41,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-02-27 19:09:27,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-02-27 19:09:27,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-27 19:09:52,Super Veggie,1,23.49,XL,Les Gourmandes Veggies
2026-02-27 19:09:52,Crispy Cannibale,1,20.99,Large,Les Originales
2026-02-27 19:11:01,Super Veggie,1,23.49,XL,Les Gourmandes Veggies
2026-02-27 19:11:01,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-27 19:11:44,Chicken Delight,1,21.99,XL,Les Originales
2026-02-27 19:11:44,Forestière,1,23.49,XL,Les Grands Classiques
2026-02-27 19:14:07,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-02-27 19:14:07,Chicken Delight,1,21.99,XL,Les Originales
2026-02-27 19:14:07,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-02-27 19:44:21,Forestière,1,23.49,XL,Les Grands Classiques
2026-02-27 19:44:21,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-02-27 19:55:23,Diavola Haché au bœuf,1,21.99,XL,Les Originales
2026-02-27 19:55:23,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-02-27 20:11:00,Super Veggie,1,17.49,Medium,Les Gourmandes Veggies
2026-02-27 20:11:00,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-27 20:15:36,Chicken Delight,1,18.99,Large,Les Originales
2026-02-27 20:15:36,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-27 20:15:36,Chicken and Cheddar,1,20.49,Large,Éditions Limitées
2026-02-27 20:23:35,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-02-27 20:35:42,Crispy Cannibale,1,23.99,XL,Les Originales
2026-02-27 21:22:02,Rocket Veggie,1,12.99,Medium,Les Gourmandes Veggies
2026-02-27 21:22:02,Chicken and Cheddar,1,17.49,Medium,Éditions Limitées
2026-02-27 21:22:02,Peppina Vegan,1,19.99,Large,Les Vegans
2026-02-27 21:38:02,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-02-27 21:39:53,Cannibale,1,20.49,Large,Les Iconiques
2026-02-27 21:53:24,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-02-27 21:53:24,Cheesy and Veggie,1,20.99,XL,Les Gourmandes Veggies
2026-02-27 22:03:03,Kebab and Spicy,1,18.99,Large,Les Originales
2026-02-28 11:34:54,Chicken and Cheddar,1,20.49,Large,Éditions Limitées
2026-02-28 11:49:43,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-02-28 11:49:43,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-02-28 11:49:43,Chicken Delight,1,21.99,XL,Les Originales
2026-02-28 11:49:43,Bacon Groovy,1,17.49,Medium,Les Iconiques
2026-02-28 11:49:43,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-02-28 11:49:43,Super Veggie,1,17.49,Medium,Les Gourmandes Veggies
2026-02-28 11:49:43,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-02-28 11:49:43,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-02-28 11:49:43,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-02-28 11:49:43,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-02-28 11:49:43,Algérienne,1,21.99,XL,Les Grands Classiques
2026-02-28 11:49:43,Kebab and Spicy,1,21.99,XL,Les Originales
2026-02-28 11:49:43,Kebab and Spicy,1,15.99,Medium,Les Originales
2026-02-28 11:49:43,Peppina Vegan,1,19.99,Large,Les Vegans
2026-02-28 11:50:01,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-02-28 11:50:01,Cheesy and Veggie,1,17.99,Large,Les Gourmandes Veggies
2026-02-28 12:02:32,Algérienne,1,15.99,Medium,Les Grands Classiques
2026-02-28 12:08:55,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-02-28 12:08:55,Super Veggie,1,17.49,Medium,Les Gourmandes Veggies
2026-02-28 12:08:55,Pêcheur,1,15.99,Medium,Les Grands Classiques
2026-02-28 12:08:55,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-02-28 12:08:55,Cannibale,1,20.49,Large,Les Iconiques
